"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.name.uniq"	"Gene.description"	"Source.of.gene.name"
"29168"	"ENSDARG00000013729"	"srsf6a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2824\")"	"srsf6a"	"serine and arginine rich splicing factor 6a [Source:ZFIN;Acc:ZDB-GENE-040426-2824]"	"ZFIN"
"29169"	"ENSDARG00000095510"	"si:ch211-10d23.5"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-10\")"	"si:ch211-10d23.5"	"si:ch211-10d23.5 [Source:ZFIN;Acc:ZDB-GENE-090313-10]"	"ZFIN"
"29172"	"ENSDARG00000063370"	"sgk2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9632\")"	"sgk2a"	"serum/glucocorticoid regulated kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-9632]"	"ZFIN"
"29173"	"ENSDARG00000095241"	"mybl2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-529\")"	"mybl2a"	"v-myb avian myeloblastosis viral oncogene homolog-like 2a [Source:ZFIN;Acc:ZDB-GENE-980526-529]"	"ZFIN"
"29174"	"ENSDARG00000037810"	"adtrp1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-220\")"	"adtrp1"	"androgen dependent TFPI regulating protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-220]"	"ZFIN"
"29175"	"ENSDARG00000058873"	"ptpdc1b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-138\")"	"ptpdc1b"	"protein tyrosine phosphatase domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-090312-138]"	"ZFIN"
"29176"	"ENSDARG00000058871"	"si:ch73-142c19.1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080305-14\")"	"si:ch73-142c19.1"	"si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]"	"ZFIN"
"29177"	"ENSDARG00000002483"	"wnt7ab"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100922-44\")"	"wnt7ab"	"wingless-type MMTV integration site family, member 7Ab [Source:ZFIN;Acc:ZDB-GENE-100922-44]"	"ZFIN"
"29178"	"ENSDARG00000063333"	"nup210"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-132\")"	"nup210"	"nucleoporin 210 [Source:ZFIN;Acc:ZDB-GENE-050208-132]"	"ZFIN"
"29179"	"ENSDARG00000117647"	"LO017700.2"	"=HYPERLINK(\"https://zfin.org/\")"	"LO017700.2"	""	"Clone-based (Ensembl) gene"
"29180"	"ENSDARG00000073822"	"LO017700.1"	"=HYPERLINK(\"https://zfin.org/\")"	"LO017700.1"	"IQ motif and Sec7 domain 1a [Source:NCBI gene;Acc:100334106]"	"Clone-based (Ensembl) gene"
"29181"	"ENSDARG00000090638"	"gp9"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-5\")"	"gp9"	"glycoprotein IX (platelet) [Source:ZFIN;Acc:ZDB-GENE-090313-5]"	"ZFIN"
"29182"	"ENSDARG00000045776"	"cnbpa"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5045\")"	"cnbpa"	"CCHC-type zinc finger, nucleic acid binding protein a [Source:ZFIN;Acc:ZDB-GENE-030131-5045]"	"ZFIN"
"29183"	"ENSDARG00000096415"	"raf1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-41\")"	"raf1a"	"Raf-1 proto-oncogene, serine/threonine kinase a [Source:ZFIN;Acc:ZDB-GENE-990415-41]"	"ZFIN"
"29185"	"ENSDARG00000045945"	"syn2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-341\")"	"syn2a"	"synapsin IIa [Source:ZFIN;Acc:ZDB-GENE-040718-341]"	"ZFIN"
"29186"	"ENSDARG00000094332"	"vgll4a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100922-230\")"	"vgll4a"	"vestigial-like family member 4a [Source:ZFIN;Acc:ZDB-GENE-100922-230]"	"ZFIN"
"29187"	"ENSDARG00000045944"	"slc6a1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060519-23\")"	"slc6a1a"	"solute carrier family 6 member 1a [Source:ZFIN;Acc:ZDB-GENE-060519-23]"	"ZFIN"
"29189"	"ENSDARG00000041417"	"atp6ap1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-136\")"	"atp6ap1a"	"ATPase H+ transporting accessory protein 1a [Source:ZFIN;Acc:ZDB-GENE-090312-136]"	"ZFIN"
"29190"	"ENSDARG00000041421"	"taz"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-684\")"	"taz"	"tafazzin [Source:ZFIN;Acc:ZDB-GENE-030131-684]"	"ZFIN"
"29191"	"ENSDARG00000058961"	"ngfa"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-176\")"	"ngfa"	"nerve growth factor a (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-990415-176]"	"ZFIN"
"29192"	"ENSDARG00000102064"	"kcna2b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080204-89\")"	"kcna2b"	"potassium voltage-gated channel, shaker-related subfamily, member 2b [Source:ZFIN;Acc:ZDB-GENE-080204-89]"	"ZFIN"
"29193"	"ENSDARG00000089434"	"etv7"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070209-53\")"	"etv7"	"ets variant 7 [Source:ZFIN;Acc:ZDB-GENE-070209-53]"	"ZFIN"
"29194"	"ENSDARG00000063285"	"ube2t"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061013-547\")"	"ube2t"	"ubiquitin-conjugating enzyme E2T (putative) [Source:ZFIN;Acc:ZDB-GENE-061013-547]"	"ZFIN"
"29196"	"ENSDARG00000117500"	"FO904870.1"	"=HYPERLINK(\"https://zfin.org/\")"	"FO904870.1"	""	"Clone-based (Ensembl) gene"
"29197"	"ENSDARG00000117613"	"CABZ01030033.1"	"=HYPERLINK(\"https://zfin.org/\")"	"CABZ01030033.1"	""	"Clone-based (Ensembl) gene"
"29198"	"ENSDARG00000098308"	"CR936540.1"	"=HYPERLINK(\"https://zfin.org/\")"	"CR936540.1"	"leucine rich repeat containing G protein-coupled receptor 6 [Source:NCBI gene;Acc:100330212]"	"Clone-based (Ensembl) gene"
"29201"	"ENSDARG00000075295"	"tulp1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-122\")"	"tulp1a"	"TUB like protein 1a [Source:ZFIN;Acc:ZDB-GENE-110411-122]"	"ZFIN"
"29202"	"ENSDARG00000074321"	"tead3a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031112-10\")"	"tead3a"	"TEA domain family member 3 a [Source:ZFIN;Acc:ZDB-GENE-031112-10]"	"ZFIN"
"29203"	"ENSDARG00000040523"	"smpd2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051014-1\")"	"smpd2a"	"sphingomyelin phosphodiesterase 2a, neutral membrane (neutral sphingomyelinase) [Source:ZFIN;Acc:ZDB-GENE-051014-1]"	"ZFIN"
"29204"	"ENSDARG00000117358"	"CABZ01117607.1"	"=HYPERLINK(\"https://zfin.org/\")"	"CABZ01117607.1"	""	"Clone-based (Ensembl) gene"
"29205"	"ENSDARG00000090598"	"pkp1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-77\")"	"pkp1a"	"plakophilin 1a [Source:ZFIN;Acc:ZDB-GENE-110411-77]"	"ZFIN"
"29206"	"ENSDARG00000020610"	"tnnt2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000626-1\")"	"tnnt2a"	"troponin T type 2a (cardiac) [Source:ZFIN;Acc:ZDB-GENE-000626-1]"	"ZFIN"
"29207"	"ENSDARG00000022698"	"lad1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030616-268\")"	"lad1"	"ladinin [Source:ZFIN;Acc:ZDB-GENE-030616-268]"	"ZFIN"
"29210"	"ENSDARG00000037804"	"phlda3"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030616-267\")"	"phlda3"	"pleckstrin homology-like domain, family A, member 3 [Source:ZFIN;Acc:ZDB-GENE-030616-267]"	"ZFIN"
"29211"	"ENSDARG00000006603"	"csrp1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030909-4\")"	"csrp1a"	"cysteine and glycine-rich protein 1a [Source:ZFIN;Acc:ZDB-GENE-030909-4]"	"ZFIN"
"29212"	"ENSDARG00000117297"	"CABZ01026153.1"	"=HYPERLINK(\"https://zfin.org/\")"	"CABZ01026153.1"	""	"Clone-based (Ensembl) gene"
"29213"	"ENSDARG00000078011"	"NAV1"	"=HYPERLINK(\"https://zfin.org/\")"	"NAV1"	"neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]"	"HGNC Symbol"
"29215"	"ENSDARG00000071261"	"zmp:0000001139"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-140106-99\")"	"zmp:0000001139"	"zmp:0000001139 [Source:ZFIN;Acc:ZDB-GENE-140106-99]"	"ZFIN"
"29216"	"ENSDARG00000025206"	"syt2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-315\")"	"syt2a"	"synaptotagmin IIa [Source:ZFIN;Acc:ZDB-GENE-060503-315]"	"ZFIN"
"29217"	"ENSDARG00000117155"	"BX323087.1"	"=HYPERLINK(\"https://zfin.org/\")"	"BX323087.1"	""	"Clone-based (Ensembl) gene"
"29218"	"ENSDARG00000117463"	"BX323087.2"	"=HYPERLINK(\"https://zfin.org/\")"	"BX323087.2"	""	"Clone-based (Ensembl) gene"
"29219"	"ENSDARG00000063230"	"bmp7b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-328\")"	"bmp7b"	"bone morphogenetic protein 7b [Source:ZFIN;Acc:ZDB-GENE-060929-328]"	"ZFIN"
"29220"	"ENSDARG00000013837"	"spo11"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1900\")"	"spo11"	"SPO11 initiator of meiotic double stranded breaks [Source:ZFIN;Acc:ZDB-GENE-040426-1900]"	"ZFIN"
"29221"	"ENSDARG00000058818"	"rbm38"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5923\")"	"rbm38"	"RNA binding motif protein 38 [Source:ZFIN;Acc:ZDB-GENE-030131-5923]"	"ZFIN"
"29223"	"ENSDARG00000013963"	"mipb"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050706-86\")"	"mipb"	"major intrinsic protein of lens fiber b [Source:ZFIN;Acc:ZDB-GENE-050706-86]"	"ZFIN"
"29225"	"ENSDARG00000102974"	"baz2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041010-202\")"	"baz2a"	"bromodomain adjacent to zinc finger domain, 2A [Source:ZFIN;Acc:ZDB-GENE-041010-202]"	"ZFIN"
"29226"	"ENSDARG00000089626"	"ptges3b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-144\")"	"ptges3b"	"prostaglandin E synthase 3b (cytosolic) [Source:ZFIN;Acc:ZDB-GENE-040625-144]"	"ZFIN"
"29227"	"ENSDARG00000071233"	"zgc:158254"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070112-2222\")"	"zgc:158254"	"zgc:158254 [Source:ZFIN;Acc:ZDB-GENE-070112-2222]"	"ZFIN"
"29228"	"ENSDARG00000110967"	"FP102169.1"	"=HYPERLINK(\"https://zfin.org/\")"	"FP102169.1"	"secreted frizzled-related protein 5-like [Source:NCBI gene;Acc:101884738]"	"Clone-based (Ensembl) gene"
"29229"	"ENSDARG00000071235"	"si:ch211-117c9.5"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110408-2\")"	"si:ch211-117c9.5"	"si:ch211-117c9.5 [Source:ZFIN;Acc:ZDB-GENE-110408-2]"	"ZFIN"
"29231"	"ENSDARG00000095864"	"ftr59"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090508-4\")"	"ftr59"	"finTRIM family, member 59 [Source:ZFIN;Acc:ZDB-GENE-090508-4]"	"ZFIN"
"29232"	"ENSDARG00000071238"	"ftr58"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080219-44\")"	"ftr58"	"finTRIM family, member 58 [Source:ZFIN;Acc:ZDB-GENE-080219-44]"	"ZFIN"
"29233"	"ENSDARG00000071241"	"trim35-39"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080219-13\")"	"trim35-39"	"tripartite motif containing 35-39 [Source:ZFIN;Acc:ZDB-GENE-080219-13]"	"ZFIN"
"29236"	"ENSDARG00000028448"	"edem2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060519-1\")"	"edem2"	"ER degradation enhancer, mannosidase alpha-like 2 [Source:ZFIN;Acc:ZDB-GENE-060519-1]"	"ZFIN"
"29238"	"ENSDARG00000091367"	"prpf6"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2575\")"	"prpf6"	"PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-2575]"	"ZFIN"
"29240"	"ENSDARG00000096997"	"CR589876.1"	"=HYPERLINK(\"https://zfin.org/\")"	"CR589876.1"	""	"Clone-based (Ensembl) gene"
"29243"	"ENSDARG00000079785"	"si:dkeyp-73a2.2"	"=HYPERLINK(\"https://zfin.org/\")"	"si:dkeyp-73a2.2"	"si:dkeyp-73a2.2 [Source:NCBI gene;Acc:100307112]"	"NCBI gene"
"29244"	"ENSDARG00000017821"	"gata5"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-340\")"	"gata5"	"GATA binding protein 5 [Source:ZFIN;Acc:ZDB-GENE-980526-340]"	"ZFIN"
"29245"	"ENSDARG00000117706"	"BX323800.1"	"=HYPERLINK(\"https://zfin.org/\")"	"BX323800.1"	""	"Clone-based (Ensembl) gene"
"29246"	"ENSDARG00000087032"	"rbbp8l"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3078\")"	"rbbp8l"	"retinoblastoma binding protein 8-like [Source:ZFIN;Acc:ZDB-GENE-030131-3078]"	"ZFIN"
"29247"	"ENSDARG00000058647"	"hck"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-72\")"	"hck"	"HCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-090313-72]"	"ZFIN"
"29248"	"ENSDARG00000002536"	"tm9sf4"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1575\")"	"tm9sf4"	"transmembrane 9 superfamily protein member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1575]"	"ZFIN"
"29250"	"ENSDARG00000076657"	"plagl2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020806-1\")"	"plagl2"	"pleiomorphic adenoma gene-like 2 [Source:ZFIN;Acc:ZDB-GENE-020806-1]"	"ZFIN"
"29251"	"ENSDARG00000008953"	"pofut1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040303-2\")"	"pofut1"	"protein O-fucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040303-2]"	"ZFIN"
"29252"	"ENSDARG00000101120"	"kif3b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050119-3\")"	"kif3b"	"kinesin family member 3B [Source:ZFIN;Acc:ZDB-GENE-050119-3]"	"ZFIN"
"29253"	"ENSDARG00000104883"	"PCMTD2"	"=HYPERLINK(\"https://zfin.org/\")"	"PCMTD2"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]"	"HGNC Symbol"
"29254"	"ENSDARG00000102879"	"myt1b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-67\")"	"myt1b"	"myelin transcription factor 1b [Source:ZFIN;Acc:ZDB-GENE-090313-67]"	"ZFIN"
"29257"	"ENSDARG00000071209"	"oprl1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040312-4\")"	"oprl1"	"opiate receptor-like 1 [Source:ZFIN;Acc:ZDB-GENE-040312-4]"	"ZFIN"
"29258"	"ENSDARG00000077385"	"rgs19"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080723-72\")"	"rgs19"	"regulator of G protein signaling 19 [Source:ZFIN;Acc:ZDB-GENE-080723-72]"	"ZFIN"
"29259"	"ENSDARG00000012927"	"tcea2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-985\")"	"tcea2"	"transcription elongation factor A (SII), 2 [Source:ZFIN;Acc:ZDB-GENE-040426-985]"	"ZFIN"
"29260"	"ENSDARG00000058598"	"sox18"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080725-1\")"	"sox18"	"SRY-box transcription factor 18 [Source:ZFIN;Acc:ZDB-GENE-080725-1]"	"ZFIN"
"29261"	"ENSDARG00000026333"	"xkr7"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051113-336\")"	"xkr7"	"XK, Kell blood group complex subunit-related family, member 7 [Source:ZFIN;Acc:ZDB-GENE-051113-336]"	"ZFIN"
"29262"	"ENSDARG00000063089"	"ccm2l"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-248\")"	"ccm2l"	"CCM2 like scaffold protein [Source:ZFIN;Acc:ZDB-GENE-090313-248]"	"ZFIN"
"29263"	"ENSDARG00000017154"	"cables2b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-249\")"	"cables2b"	"Cdk5 and Abl enzyme substrate 2b [Source:ZFIN;Acc:ZDB-GENE-090313-249]"	"ZFIN"
"29264"	"ENSDARG00000092845"	"si:dkey-66g10.2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-321\")"	"si:dkey-66g10.2"	"si:dkey-66g10.2 [Source:ZFIN;Acc:ZDB-GENE-090313-321]"	"ZFIN"
"29265"	"ENSDARG00000025850"	"rps21"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1102\")"	"rps21"	"ribosomal protein S21 [Source:ZFIN;Acc:ZDB-GENE-040426-1102]"	"ZFIN"
"29266"	"ENSDARG00000037781"	"acss2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-388\")"	"acss2"	"acyl-CoA synthetase short chain family member 2 [Source:ZFIN;Acc:ZDB-GENE-040718-388]"	"ZFIN"
"29269"	"ENSDARG00000100234"	"BX511246.1"	"=HYPERLINK(\"https://zfin.org/\")"	"BX511246.1"	""	"Clone-based (Ensembl) gene"
"29271"	"ENSDARG00000063075"	"soga1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-188\")"	"soga1"	"suppressor of glucose, autophagy associated 1 [Source:ZFIN;Acc:ZDB-GENE-090313-188]"	"ZFIN"
"29272"	"ENSDARG00000013830"	"osbpl2b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6138\")"	"osbpl2b"	"oxysterol binding protein-like 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6138]"	"ZFIN"
"29273"	"ENSDARG00000058560"	"adrm1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-905\")"	"adrm1"	"adhesion regulating molecule 1 [Source:ZFIN;Acc:ZDB-GENE-040426-905]"	"ZFIN"
"29274"	"ENSDARG00000058543"	"lama5"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9823\")"	"lama5"	"laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]"	"ZFIN"
"29277"	"ENSDARG00000002659"	"mapre1b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2256\")"	"mapre1b"	"microtubule-associated protein, RP/EB family, member 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2256]"	"ZFIN"
"29278"	"ENSDARG00000011932"	"prkcbp1l"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2199\")"	"prkcbp1l"	"protein kinase C binding protein 1, like [Source:ZFIN;Acc:ZDB-GENE-030131-2199]"	"ZFIN"
"29282"	"ENSDARG00000075821"	"plxnb1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050302-63\")"	"plxnb1a"	"plexin b1a [Source:ZFIN;Acc:ZDB-GENE-050302-63]"	"ZFIN"
"29283"	"ENSDARG00000058381"	"zgc:171775"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4309\")"	"zgc:171775"	"zgc:171775 [Source:ZFIN;Acc:ZDB-GENE-030131-4309]"	"ZFIN"
"29284"	"ENSDARG00000058371"	"krt5"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-991110-23\")"	"krt5"	"keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]"	"ZFIN"
"29285"	"ENSDARG00000058358"	"krt8"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030411-5\")"	"krt8"	"keratin 8 [Source:ZFIN;Acc:ZDB-GENE-030411-5]"	"ZFIN"
"29286"	"ENSDARG00000018404"	"krt18a.1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030411-6\")"	"krt18a.1"	"keratin 18a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030411-6]"	"ZFIN"
"29288"	"ENSDARG00000017439"	"eif4ba"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060629-1\")"	"eif4ba"	"eukaryotic translation initiation factor 4Ba [Source:ZFIN;Acc:ZDB-GENE-060629-1]"	"ZFIN"
"29289"	"ENSDARG00000076292"	"tns2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-163\")"	"tns2a"	"tensin 2a [Source:ZFIN;Acc:ZDB-GENE-090312-163]"	"ZFIN"
"29291"	"ENSDARG00000004843"	"foxp1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-624\")"	"foxp1a"	"forkhead box P1a [Source:ZFIN;Acc:ZDB-GENE-060929-624]"	"ZFIN"
"29292"	"ENSDARG00000005078"	"eif4e3"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040912-156\")"	"eif4e3"	"eukaryotic translation initiation factor 4E family member 3 [Source:ZFIN;Acc:ZDB-GENE-040912-156]"	"ZFIN"
"29293"	"ENSDARG00000037773"	"rybpa"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030424-3\")"	"rybpa"	"RING1 and YY1 binding protein a [Source:ZFIN;Acc:ZDB-GENE-030424-3]"	"ZFIN"
"29294"	"ENSDARG00000026540"	"ppp4r2a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4922\")"	"ppp4r2a"	"protein phosphatase 4, regulatory subunit 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4922]"	"ZFIN"
"29295"	"ENSDARG00000073757"	"pdzrn3a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-307\")"	"pdzrn3a"	"PDZ domain containing RING finger 3a [Source:ZFIN;Acc:ZDB-GENE-090313-307]"	"ZFIN"
"29296"	"ENSDARG00000013647"	"cntn3a.2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-57\")"	"cntn3a.2"	"contactin 3a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-090312-57]"	"ZFIN"
"29297"	"ENSDARG00000077881"	"chl1a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-201\")"	"chl1a"	"cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201]"	"ZFIN"
"29301"	"ENSDARG00000062880"	"cntn3a.1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081030-10\")"	"cntn3a.1"	"contactin 3a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-081030-10]"	"ZFIN"
"29302"	"ENSDARG00000076364"	"si:dkey-178k16.1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-61\")"	"si:dkey-178k16.1"	"si:dkey-178k16.1 [Source:ZFIN;Acc:ZDB-GENE-090312-61]"	"ZFIN"
"29306"	"ENSDARG00000086669"	"edn3b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-235\")"	"edn3b"	"endothelin 3b [Source:ZFIN;Acc:ZDB-GENE-090313-235]"	"ZFIN"
"29308"	"ENSDARG00000062806"	"ttll9"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1582\")"	"ttll9"	"tubulin tyrosine ligase-like family, member 9 [Source:ZFIN;Acc:ZDB-GENE-030131-1582]"	"ZFIN"
"29309"	"ENSDARG00000088505"	"fam217b"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-236\")"	"fam217b"	"family with sequence similarity 217 member B [Source:ZFIN;Acc:ZDB-GENE-090313-236]"	"ZFIN"
"29310"	"ENSDARG00000077513"	"ppp1r3da"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080204-75\")"	"ppp1r3da"	"protein phosphatase 1, regulatory subunit 3Da [Source:ZFIN;Acc:ZDB-GENE-080204-75]"	"ZFIN"
"29311"	"ENSDARG00000088950"	"sycp2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-237\")"	"sycp2"	"synaptonemal complex protein 2 [Source:ZFIN;Acc:ZDB-GENE-090313-237]"	"ZFIN"
"29312"	"ENSDARG00000058243"	"phactr3a"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080220-4\")"	"phactr3a"	"phosphatase and actin regulator 3a [Source:ZFIN;Acc:ZDB-GENE-080220-4]"	"ZFIN"
"29313"	"ENSDARG00000075842"	"pigt"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-46\")"	"pigt"	"phosphatidylinositol glycan anchor biosynthesis, class T [Source:ZFIN;Acc:ZDB-GENE-090313-46]"	"ZFIN"
"29314"	"ENSDARG00000089187"	"wfdc2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-47\")"	"wfdc2"	"WAP four-disulfide core domain 2 [Source:ZFIN;Acc:ZDB-GENE-090313-47]"	"ZFIN"
"29315"	"ENSDARG00000062770"	"snx21"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061013-557\")"	"snx21"	"sorting nexin family member 21 [Source:ZFIN;Acc:ZDB-GENE-061013-557]"	"ZFIN"
"29316"	"ENSDARG00000109646"	"si:ch211-153a8.4"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6830\")"	"si:ch211-153a8.4"	"si:ch211-153a8.4 [Source:ZFIN;Acc:ZDB-GENE-030131-6830]"	"ZFIN"
"29317"	"ENSDARG00000071271"	"si:zfos-452g4.1"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4791\")"	"si:zfos-452g4.1"	"si:zfos-452g4.1 [Source:ZFIN;Acc:ZDB-GENE-030131-4791]"	"ZFIN"
"29319"	"ENSDARG00000058203"	"smc1al"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-57\")"	"smc1al"	"structural maintenance of chromosomes 1A, like [Source:ZFIN;Acc:ZDB-GENE-040426-57]"	"ZFIN"
"29320"	"ENSDARG00000058212"	"ndnl2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031107-3\")"	"ndnl2"	"necdin-like 2 [Source:ZFIN;Acc:ZDB-GENE-031107-3]"	"ZFIN"
"29321"	"ENSDARG00000071052"	"si:dkey-150i13.2"	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-157\")"	"si:dkey-150i13.2"	"si:dkey-150i13.2 [Source:ZFIN;Acc:ZDB-GENE-090312-157]"	"ZFIN"
"29322"	"ENSDARG00000086495"	"BX546500.1"	"=HYPERLINK(\"https://zfin.org/\")"	"BX546500.1"	""	"Clone-based (Ensembl) gene"
